"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2025 / 09","Brooklyn","14","4953.6","498.8","432.5","126.1","153.1",,,,"3"
"2025 / 09","Brooklyn","15","4696.2","514.8","514.5","193.7",,,,,"3"
"2025 / 09","Brooklyn","16","2998.0","103.5","150.7","39.1",,,,,"3"
"2025 / 09","Brooklyn","17","4585.5","292.9","441.2","149.6",,,,,"3"
"2025 / 09","Brooklyn","18","5471.0","532.2","617.8","154.9","71.7",,,,"3"
"2025 / 09","Manhattan","01","1679.2","356.2","216.9","22.2",,,,,"1"
"2025 / 09","Manhattan","02","2164.2","435.4","266.5","53.8","29.4",,,"7.6","1"
"2025 / 09","Manhattan","03","6071.4","447.0","308.8","48.2","39.7",,,,"1"
"2025 / 09","Manhattan","04","3357.1","639.3","307.6","62.0",,,,"6.4","1"
"2025 / 09","Manhattan","05","1789.3","267.3","157.7","23.5",,,,,"1"
"2025 / 09","Manhattan","06","3270.1","716.0","323.2","63.2",,,,,"1"
"2025 / 09","Manhattan","07","4540.0","963.0","641.4","245.8","38.3",,,,"1"
"2025 / 09","Manhattan","08","5473.3","1009.1","653.5","149.4",,,,"7.5","1"
"2025 / 09","Manhattan","09","2201.3","273.5","212.3","50.9","81.7",,,,"1"
"2025 / 09","Manhattan","10","6112.6","277.5","242.8","42.0","52.2",,,,"1"
"2025 / 09","Manhattan","11","2429.8","209.0","158.5","21.4",,,,"11.4","1"
"2025 / 09","Manhattan","12","4838.1","397.9","432.6","79.8","44.3",,,,"1"
"2025 / 09","Queens","01","3970.6","649.5","613.5","221.3","121.6",,,"10.7","4"
"2025 / 09","Queens","02","4014.8","589.2","412.2","189.4","168.3",,,"10.3","4"
"2025 / 09","Queens","03","4808.9","321.6","499.7","173.0",,,,,"4"
"2025 / 09","Queens","04","4116.9","320.9","476.6","164.6",,,,,"4"
"2025 / 09","Queens","05","4432.9","581.7","642.3","346.4","112.9",,,,"4"
"2025 / 09","Queens","06","2655.6","358.2","355.9","197.8",,,,,"4"
"2025 / 09","Queens","07","8827.5","935.6","758.0","288.1","95.7",,,,"4"
"2025 / 09","Queens","08","3817.6","417.6","387.6","202.9",,,,,"4"
"2025 / 09","Queens","09","3931.2","449.0","502.6","263.3","104.8",,,,"4"
"2025 / 09","Queens","10","3646.1","343.0","529.5","161.8","79.5",,,,"4"
"2025 / 09","Queens","11","2716.9","417.9","430.6","357.3","83.2",,,,"4"
"2025 / 09","Queens","12","7042.3","477.1","912.2","434.0","75.7",,,,"4"
"2025 / 09","Queens","13","5236.2","445.5","821.6","235.2","69.6",,,,"4"
"2025 / 09","Queens","14","3755.3","265.5","227.4","102.4",,,,,"4"
"2025 / 09","Staten Island","01","5494.1","614.2","713.6","276.0",,,,"0.2","5"
"2025 / 09","Staten Island","02","4811.7","484.4","537.6","402.8","36.3",,,"8.4","5"
"2025 / 09","Staten Island","03","5314.2","638.8","662.4","425.0","34.0",,,,"5"
"2025 / 08","Bronx","01","3125.1","213.4","138.8","17.1",,,,,"2"
"2025 / 08","Bronx","02","7758.7","224.5","205.2","14.0","17.3",,,,"2"
"2025 / 08","Bronx","03","2293.5","121.1","133.9","12.4",,,,,"2"
"2025 / 08","Bronx","04","3982.2","219.7","300.6","22.4",,,,"0.7","2"
"2025 / 08","Bronx","05","3454.5","208.8","306.9","18.7","16.9",,,,"2"
"2025 / 08","Bronx","06","3118.2","167.5","158.8","12.7","11.5",,,"0.5","2"
"2025 / 08","Bronx","07","3657.3","264.4","412.7","48.6",,,,,"2"
"2025 / 08","Bronx","08","2273.9","277.6","321.0","126.6","13.9",,,,"2"
"2025 / 08","Bronx","09","3781.2","218.9","376.6","105.9",,,,,"2"
"2025 / 08","Bronx","10","2527.7","271.4","344.9","159.5",,,,,"2"
"2025 / 08","Bronx","11","2999.8","259.4","316.6","156.5","10.0",,,,"2"
"2025 / 08","Bronx","12","3718.6","316.8","549.1","294.2",,,,,"2"
"2025 / 08","Brooklyn","01","4630.5","623.2","423.3","88.8",,,,,"3"
"2025 / 08","Brooklyn","02","2752.7","527.6","367.6","129.5","12.0",,,,"3"
"2025 / 08","Brooklyn","03","4033.7","361.5","323.7","129.1",,,,"16.5","3"
"2025 / 08","Brooklyn","04","4387.8","341.4","370.1","89.2",,,,,"3"
"2025 / 08","Brooklyn","05","4793.9","227.8","444.6","114.8",,,,,"3"
"2025 / 08","Brooklyn","06","2090.8","453.8","330.2","55.1",,,,,"3"
"2025 / 08","Brooklyn","07","3182.2","371.0","335.5","108.0","16.5",,,,"3"
"2025 / 08","Brooklyn","08","5977.4","288.5","253.5","79.8","16.6",,,"23.7","3"
"2025 / 08","Brooklyn","09","2874.3","272.2","256.0","67.2","15.0",,,,"3"
"2025 / 08","Brooklyn","10","3483.6","384.6","408.7","120.4",,,,,"3"
"2025 / 08","Brooklyn","11","7939.6","484.0","512.7","412.7",,,,,"3"
"2025 / 08","Brooklyn","12","5286.4","509.3","293.0","83.3",,,,,"3"
"2025 / 08","Brooklyn","13","2809.4","246.2","233.8","71.0","40.3",,,,"3"
"2025 / 08","Brooklyn","14","4379.0","385.2","390.7","127.7",,,,,"3"
"2025 / 08","Brooklyn","15","4146.1","425.4","448.9","179.3","36.5",,,,"3"
"2025 / 08","Brooklyn","16","2820.6","107.2","170.5","46.0",,,,,"3"
"2025 / 08","Brooklyn","17","4567.1","297.0","446.0","162.7",,,,,"3"
"2025 / 08","Brooklyn","18","5310.3","503.1","644.9","173.7",,,,,"3"
"2025 / 08","Manhattan","01","1464.9","339.0","222.6","19.5",,,,,"1"
"2025 / 08","Manhattan","02","1994.2","333.8","226.9","48.7",,,,"6.6","1"
"2025 / 08","Manhattan","03","5837.5","452.1","330.8","58.1","11.3",,,,"1"
"2025 / 08","Manhattan","04","3173.4","657.7","337.9","57.2","32.5",,,"7.1","1"
"2025 / 08","Manhattan","05","1713.9","247.1","146.8","22.5",,,,,"1"
"2025 / 08","Manhattan","06","3074.0","704.6","352.5","69.0",,,,,"1"
"2025 / 08","Manhattan","07","4062.2","876.6","616.5","223.7","16.6",,,,"1"
"2025 / 08","Manhattan","08","4771.6","879.3","612.4","139.0",,,,"6.7","1"
"2025 / 08","Manhattan","09","2160.6","267.6","246.0","54.7","12.3",,,,"1"
"2025 / 08","Manhattan","10","5989.0","274.6","246.2","37.6","12.5",,,,"1"
"2025 / 08","Manhattan","11","2359.4","201.6","160.9","20.6",,,,"9.3","1"
"2025 / 08","Manhattan","12","4586.2","382.9","440.2","90.4",,,,,"1"
"2025 / 08","Queens","01","3753.3","583.1","575.5","235.6","23.3",,,"11.2","4"
"2025 / 08","Queens","02","3761.0","519.2","415.1","187.3",,,,"9.2","4"
"2025 / 08","Queens","03","4629.7","334.7","516.7","191.3",,,,,"4"
"2025 / 08","Queens","04","4039.8","335.7","516.1","174.4",,,,,"4"
"2025 / 08","Queens","05","4239.9","558.5","640.2","350.9","54.6",,,,"4"
"2025 / 08","Queens","06","2514.5","355.6","358.7","202.1",,,,,"4"
"2025 / 08","Queens","07","8429.3","911.7","748.4","304.6","23.6",,,,"4"
"2025 / 08","Queens","08","3578.7","413.4","380.9","201.2",,,,,"4"
"2025 / 08","Queens","09","3871.0","395.1","503.7","266.4",,,,,"4"
"2025 / 08","Queens","10","3575.6","327.4","511.5","197.8","21.3",,,,"4"
"2025 / 08","Queens","11","2650.4","402.6","420.4","360.8",,,,,"4"
"2025 / 08","Queens","12","7009.3","476.9","934.0","421.4","20.1",,,,"4"
"2025 / 08","Queens","13","5260.4","436.1","844.5","256.6",,,,,"4"
"2025 / 08","Queens","14","3564.7","290.9","253.2","118.2",,,,,"4"
"2025 / 08","Staten Island","01","5110.4","557.1","689.7","344.2",,,,"1.0","5"
"2025 / 08","Staten Island","02","4417.2","434.3","502.1","400.9","11.5",,,"6.5","5"
"2025 / 08","Staten Island","03","5097.8","606.9","656.6","439.5",,,,,"5"
"2025 / 07","Bronx","01","3264.7","228.7","145.9","18.9",,,,,"2"
"2025 / 07","Bronx","02","8194.7","244.0","233.3","16.0","50.3",,,,"2"
"2025 / 07","Bronx","03","2496.6","155.6","173.9","15.0",,,,,"2"
"2025 / 07","Bronx","04","4282.9","237.4","315.8","17.9",,,,,"2"
"2025 / 07","Bronx","05","3694.0","236.3","329.9","18.9","32.1",,,,"2"
"2025 / 07","Bronx","06","3391.6","204.5","212.7","16.9","20.6",,,,"2"
"2025 / 07","Bronx","07","4011.7","307.3","461.9","52.9",,,,,"2"
"2025 / 07","Bronx","08","2428.5","318.3","363.6","147.5","30.4",,,,"2"
"2025 / 07","Bronx","09","4065.7","247.9","411.4","116.2",,,,,"2"
"2025 / 07","Bronx","10","2765.7","292.7","369.8","182.1",,,,,"2"
"2025 / 07","Bronx","11","3358.2","285.4","341.4","170.4","24.7",,,,"2"
"2025 / 07","Bronx","12","4088.6","344.5","608.3","333.7",,,,,"2"
"2025 / 07","Brooklyn","01","4816.6","650.1","481.3","102.4",,,,,"3"
"2025 / 07","Brooklyn","02","2888.4","541.4","387.8","141.3","22.9",,,,"3"
"2025 / 07","Brooklyn","03","4226.3","423.0","364.3","161.5",,,,"16.9","3"
"2025 / 07","Brooklyn","04","4668.0","348.7","378.2","98.4",,,,,"3"
"2025 / 07","Brooklyn","05","5202.8","282.1","526.8","174.6",,,,,"3"
"2025 / 07","Brooklyn","06","2258.9","468.4","340.7","76.4",,,,,"3"
"2025 / 07","Brooklyn","07","3456.5","414.3","363.9","131.3","35.7",,,,"3"
"2025 / 07","Brooklyn","08","6233.0","333.9","300.9","93.7","31.9",,,"26.6","3"
"2025 / 07","Brooklyn","09","3036.0","276.4","262.5","65.9","34.5",,,,"3"
"2025 / 07","Brooklyn","10","3745.6","437.4","439.8","157.9",,,,,"3"
"2025 / 07","Brooklyn","11","8065.9","548.6","549.2","460.2",,,,,"3"
"2025 / 07","Brooklyn","12","5313.6","525.6","309.2","101.8",,,,,"3"
"2025 / 07","Brooklyn","13","2837.8","271.7","238.0","80.6","74.3",,,,"3"
"2025 / 07","Brooklyn","14","4719.9","399.8","391.9","124.2",,,,,"3"
"2025 / 07","Brooklyn","15","4249.4","469.5","483.0","212.5","63.1",,,,"3"
"2025 / 07","Brooklyn","16","2949.0","119.6","167.2","49.5",,,,,"3"
"2025 / 07","Brooklyn","17","4786.4","329.0","484.6","176.7",,,,,"3"
"2025 / 07","Brooklyn","18","5729.5","541.5","687.0","223.2",,,,,"3"
"2025 / 07","Manhattan","01","1592.7","337.2","216.2","20.1",,,,,"1"
"2025 / 07","Manhattan","02","2045.0","390.8","263.0","53.5",,,,"5.3","1"
"2025 / 07","Manhattan","03","6104.4","483.8","356.0","55.2","19.0",,,,"1"
"2025 / 07","Manhattan","04","3309.0","659.8","333.5","50.6","36.1",,,"11.1","1"
"2025 / 07","Manhattan","05","1842.3","282.9","163.9","28.7",,,,,"1"
"2025 / 07","Manhattan","06","3309.0","731.7","362.9","70.0",,,,,"1"
"2025 / 07","Manhattan","07","4311.0","873.1","622.8","234.7","30.3",,,,"1"
"2025 / 07","Manhattan","08","5198.3","937.3","656.1","137.7",,,,"6.4","1"
"2025 / 07","Manhattan","09","2253.2","237.7","226.7","47.6","26.7",,,,"1"
"2025 / 07","Manhattan","10","6332.1","300.2","282.8","41.3","27.3",,,,"1"
"2025 / 07","Manhattan","11","2545.3","238.2","189.6","25.2",,,,"6.7","1"
"2025 / 07","Manhattan","12","4912.9","450.0","502.5","99.8",,,,,"1"
"2025 / 07","Queens","01","4124.3","654.2","633.9","279.0","54.2",,,"10.3","4"
"2025 / 07","Queens","02","4010.4","599.5","464.2","204.4",,,,"9.5","4"
"2025 / 07","Queens","03","5015.9","379.5","560.3","206.1",,,,,"4"
"2025 / 07","Queens","04","4355.9","383.4","540.9","183.8",,,,,"4"
"2025 / 07","Queens","05","4576.4","635.9","719.3","416.1","97.5",,,,"4"
"2025 / 07","Queens","06","2748.1","388.5","377.0","206.4",,,,,"4"
"2025 / 07","Queens","07","9078.6","1027.9","815.1","356.1","50.3",,,,"4"
"2025 / 07","Queens","08","3920.3","454.3","405.5","225.3",,,,,"4"
"2025 / 07","Queens","09","4193.7","442.8","562.1","293.3",,,,,"4"
"2025 / 07","Queens","10","3918.5","387.7","592.2","230.4","42.4",,,,"4"
"2025 / 07","Queens","11","2725.0","437.6","453.0","422.7",,,,,"4"
"2025 / 07","Queens","12","7688.1","530.7","1023.0","505.2","28.9",,,,"4"
"2025 / 07","Queens","13","5831.8","506.0","928.7","337.7","11.4",,,,"4"
"2025 / 07","Queens","14","3962.5","309.2","274.8","139.1",,,,,"4"
"2025 / 07","Staten Island","01","5529.7","653.6","716.2","391.0",,,,,"5"
"2025 / 07","Staten Island","02","4750.7","527.2","551.0","460.1","21.7",,,"13.4","5"
"2025 / 07","Staten Island","03","5530.2","726.8","731.0","549.8",,,,,"5"
"2025 / 06","Bronx","01","3504.9","248.8","139.4","20.7","65.0",,,,"2"
"2025 / 06","Bronx","02","7742.5","212.3","191.1","15.4",,,,,"2"
"2025 / 06","Bronx","03","2407.3","139.4","137.8","16.4","61.2",,,,"2"
"2025 / 06","Bronx","04","4188.6","254.4","299.1","17.8","48.3",,,,"2"
"2025 / 06","Bronx","05","3527.1","238.8","303.0","21.3","58.0",,,,"2"
"2025 / 06","Bronx","06","3435.0","190.8","166.3","14.6","36.9",,,,"2"
"2025 / 06","Bronx","07","3865.2","291.0","411.6","48.1","32.5",,,,"2"
"2025 / 06","Bronx","08","2328.0","281.4","319.5","147.4",,,,,"2"
"2025 / 06","Bronx","09","3934.8","227.5","367.8","112.6",,,,,"2"
"2025 / 06","Bronx","10","2644.5","289.6","333.6","180.8","49.4",,,,"2"
"2025 / 06","Bronx","11","3286.4","281.1","314.3","175.6","60.1",,,,"2"
"2025 / 06","Bronx","12","3888.9","321.2","542.3","316.1",,,,,"2"
"2025 / 06","Brooklyn","01","5697.9","647.0","423.3","102.0","33.9",,,,"3"
"2025 / 06","Brooklyn","02","2843.0","540.0","372.5","142.8","30.9",,,,"3"
"2025 / 06","Brooklyn","03","4509.9","414.2","317.1","148.2","47.2",,,"16.9","3"
"2025 / 06","Brooklyn","04","4691.9","385.0","345.2","97.4","51.7",,,,"3"
"2025 / 06","Brooklyn","05","4806.8","237.6","454.4","139.0",,,,,"3"
"2025 / 06","Brooklyn","06","2282.3","513.3","353.1","104.8","66.8",,,,"3"
"2025 / 06","Brooklyn","07","3298.6","410.6","342.8","130.9","59.6",,,,"3"
"2025 / 06","Brooklyn","08","5840.7","321.3","264.2","92.4","38.8",,,"24.3","3"
"2025 / 06","Brooklyn","09","2963.5","239.1","229.2","66.8",,,,,"3"
"2025 / 06","Brooklyn","10","3707.4","422.5","420.3","187.2","142.4",,,,"3"
"2025 / 06","Brooklyn","11","7578.4","506.7","509.2","471.7","5.4",,,,"3"
"2025 / 06","Brooklyn","12","6770.6","575.2","315.5","113.2",,,,,"3"
"2025 / 06","Brooklyn","13","2860.1","287.7","214.3","81.1","84.3",,,,"3"
"2025 / 06","Brooklyn","14","4724.6","434.5","406.0","122.6",,,,,"3"
"2025 / 06","Brooklyn","15","4407.9","503.5","479.8","228.6","148.0",,,,"3"
"2025 / 06","Brooklyn","16","2971.9","120.5","156.1","49.0",,,,,"3"
"2025 / 06","Brooklyn","17","4598.5","310.8","420.2","168.6","33.4",,,,"3"
"2025 / 06","Brooklyn","18","5383.1","533.0","602.0","195.9",,,,,"3"
"2025 / 06","Manhattan","01","1552.8","337.8","226.6","23.9",,,,,"1"
"2025 / 06","Manhattan","02","2176.0","402.3","265.2","59.8","20.6",,,"7.0","1"
"2025 / 06","Manhattan","03","6049.1","444.3","330.4","53.3","38.0",,,,"1"
"2025 / 06","Manhattan","04","3483.4","614.9","309.2","66.9",,,,"5.8","1"
"2025 / 06","Manhattan","05","1808.8","247.4","150.5","26.8",,,,,"1"
"2025 / 06","Manhattan","06","3166.2","682.7","334.4","69.0",,,,,"1"
"2025 / 06","Manhattan","07","4451.4","925.8","652.3","243.9","29.6",,,,"1"
"2025 / 06","Manhattan","08","5206.4","952.0","652.4","148.0",,,,"6.7","1"
"2025 / 06","Manhattan","09","2256.6","255.8","226.5","49.7","61.9",,,,"1"
"2025 / 06","Manhattan","10","5862.2","257.5","238.0","40.6",,,,,"1"
"2025 / 06","Manhattan","11","2555.8","217.9","158.9","23.1","28.0",,,"8.5","1"
"2025 / 06","Manhattan","12","4887.2","405.7","418.6","89.2","37.2",,,,"1"
"2025 / 06","Queens","01","4056.7","659.7","595.4","286.8","113.6",,,"10.3","4"
"2025 / 06","Queens","02","4004.4","572.5","406.2","198.6","179.4",,,"10.3","4"
"2025 / 06","Queens","03","4802.9","333.8","499.2","179.7",,,,,"4"
"2025 / 06","Queens","04","4083.4","335.4","469.2","177.8",,,,,"4"
"2025 / 06","Queens","05","4384.4","591.1","648.6","419.1","128.6",,,,"4"
"2025 / 06","Queens","06","2580.8","363.4","344.4","201.9",,,,,"4"
"2025 / 06","Queens","07","8899.3","956.4","767.9","376.4","86.9",,,,"4"
"2025 / 06","Queens","08","3595.7","407.2","376.7","250.3",,,,,"4"
"2025 / 06","Queens","09","3992.7","455.7","500.8","316.0","114.5",,,,"4"
"2025 / 06","Queens","10","3636.9","359.4","543.0","257.4","68.9",,,,"4"
"2025 / 06","Queens","11","2645.0","419.4","404.9","413.4","61.8",,,,"4"
"2025 / 06","Queens","12","7078.8","511.3","907.8","496.7","65.4",,,,"4"
"2025 / 06","Queens","13","5352.1","474.0","844.9","375.5","57.3",,,,"4"
"2025 / 06","Queens","14","3773.5","285.2","238.2","133.2",,,,,"4"
"2025 / 06","Staten Island","01","5504.3","647.2","646.9","453.6",,,,,"5"
"2025 / 06","Staten Island","02","4800.0","492.2","501.2","471.4","28.8",,,"2.4","5"
"2025 / 06","Staten Island","03","5367.9","666.9","651.9","580.4","30.8",,,,"5"
"2025 / 05","Bronx","01","3433.3","252.9","137.4","19.8","91.9",,,,"2"
"2025 / 05","Bronx","02","8300.8","222.6","228.5","25.9",,,,,"2"
"2025 / 05","Bronx","03","2318.3","146.6","140.0","14.8","92.9",,,,"2"
"2025 / 05","Bronx","04","4235.6","262.0","305.9","21.2","71.4",,,,"2"
"2025 / 05","Bronx","05","3639.6","234.9","313.8","20.6","86.0",,,,"2"
"2025 / 05","Bronx","06","3429.1","197.8","180.9","14.0","53.9",,,,"2"
"2025 / 05","Bronx","07","3938.9","313.6","441.1","46.7","50.7",,,,"2"
"2025 / 05","Bronx","08","2424.1","300.9","343.9","161.8",,,,,"2"
"2025 / 05","Bronx","09","3939.4","262.2","402.0","127.5",,,,,"2"
"2025 / 05","Bronx","10","2719.9","321.8","373.4","219.3","62.1",,,,"2"
"2025 / 05","Bronx","11","3298.3","306.5","351.3","202.1","91.0",,,,"2"
"2025 / 05","Bronx","12","3959.1","346.5","580.3","357.0",,,,,"2"
"2025 / 05","Brooklyn","01","6110.7","794.0","476.5","115.4","49.2",,,,"3"
"2025 / 05","Brooklyn","02","2989.8","582.7","418.1","163.2","43.1",,,,"3"
"2025 / 05","Brooklyn","03","4559.2","444.5","331.4","167.6","75.9",,,"15.7","3"
"2025 / 05","Brooklyn","04","4696.4","381.1","369.2","110.3","81.5",,,"1.0","3"
"2025 / 05","Brooklyn","05","4978.6","243.4","466.5","160.3",,,,,"3"
"2025 / 05","Brooklyn","06","2322.0","548.7","396.6","144.4","95.4",,,,"3"
"2025 / 05","Brooklyn","07","3355.0","436.8","371.2","169.1","75.1",,,,"3"
"2025 / 05","Brooklyn","08","5990.7","308.3","268.2","93.1","58.4",,,"25.6","3"
"2025 / 05","Brooklyn","09","3041.0","295.0","267.1","80.5",,,,,"3"
"2025 / 05","Brooklyn","10","3688.0","460.3","458.6","216.1","163.4",,,,"3"
"2025 / 05","Brooklyn","11","7857.6","572.8","585.9","559.2",,,,,"3"
"2025 / 05","Brooklyn","12","7110.5","741.6","365.1","134.5",,,,,"3"
"2025 / 05","Brooklyn","13","2767.4","296.6","238.4","81.7","126.1",,,,"3"
"2025 / 05","Brooklyn","14","4842.8","461.9","423.6","145.7",,,,,"3"
"2025 / 05","Brooklyn","15","4574.1","557.3","515.2","264.6","167.8",,,,"3"
"2025 / 05","Brooklyn","16","3137.4","131.1","173.9","55.3",,,,,"3"
"2025 / 05","Brooklyn","17","4619.9","327.8","440.4","182.1","48.4",,,,"3"
"2025 / 05","Brooklyn","18","5535.0","632.5","675.1","230.3",,,,,"3"
"2025 / 05","Manhattan","01","1696.4","385.6","269.2","28.6",,,,,"1"
"2025 / 05","Manhattan","02","2245.2","403.3","289.0","61.6","32.4",,,"6.9","1"
"2025 / 05","Manhattan","03","6234.4","479.7","370.6","60.5","49.8",,,,"1"
"2025 / 05","Manhattan","04","3419.1","701.9","388.3","84.5",,,,"9.6","1"
"2025 / 05","Manhattan","05","1817.5","269.6","170.3","30.6",,,,,"1"
"2025 / 05","Manhattan","06","3321.2","788.8","422.4","87.1",,,,,"1"
"2025 / 05","Manhattan","07","4594.3","1024.0","731.2","283.1","43.8",,,,"1"
"2025 / 05","Manhattan","08","5643.1","1098.7","777.5","173.3",,,,"6.9","1"
"2025 / 05","Manhattan","09","2331.2","302.4","289.3","61.9","89.2",,,,"1"
"2025 / 05","Manhattan","10","6365.3","276.9","278.7","46.5",,,,,"1"
"2025 / 05","Manhattan","11","2574.8","234.2","176.0","26.5","62.3",,,"5.1","1"
"2025 / 05","Manhattan","12","4899.1","457.5","489.9","97.7","54.6",,,,"1"
"2025 / 05","Queens","01","4045.3","679.0","631.5","287.1","167.7",,,"15.8","4"
"2025 / 05","Queens","02","4049.0","586.7","438.3","209.9","223.8",,,"4.4","4"
"2025 / 05","Queens","03","4885.5","376.2","557.1","202.3",,,,,"4"
"2025 / 05","Queens","04","4179.4","359.8","528.4","191.0",,,,,"4"
"2025 / 05","Queens","05","4486.8","646.1","721.4","454.7","137.3",,,,"4"
"2025 / 05","Queens","06","2661.5","395.1","389.1","226.3",,,,,"4"
"2025 / 05","Queens","07","8982.1","1038.8","827.5","493.8","110.4",,,,"4"
"2025 / 05","Queens","08","3682.2","466.1","417.9","329.8",,,,,"4"
"2025 / 05","Queens","09","4028.0","480.9","551.8","343.6","149.4",,,,"4"
"2025 / 05","Queens","10","3669.2","385.5","583.2","324.5","89.0",,,,"4"
"2025 / 05","Queens","11","2674.7","443.0","449.4","473.0","94.7",,,,"4"
"2025 / 05","Queens","12","7289.7","537.8","985.6","547.6","89.5",,,,"4"
"2025 / 05","Queens","13","5454.7","513.6","904.6","452.6","78.9",,,,"4"
"2025 / 05","Queens","14","3771.6","335.8","278.4","154.2",,,,,"4"
"2025 / 05","Staten Island","01","5657.6","679.9","748.4","573.9",,,,,"5"
"2025 / 05","Staten Island","02","4933.4","540.6","612.5","554.1","37.8",,,"9.4","5"
"2025 / 05","Staten Island","03","5745.9","787.5","820.6","785.5","40.2",,,,"5"
"2025 / 04","Bronx","01","3232.7","236.7","147.0","17.6","80.3",,,,"2"
"2025 / 04","Bronx","02","7838.1","215.9","203.3","14.7",,,,,"2"
"2025 / 04","Bronx","03","2235.1","171.3","175.3","16.5","85.2",,,,"2"
"2025 / 04","Bronx","04","4059.4","256.6","309.5","15.7","59.8",,,"1.3","2"
"2025 / 04","Bronx","05","3495.8","225.5","321.2","16.5","69.2",,,,"2"
"2025 / 04","Bronx","06","3205.0","206.9","216.7","11.4","45.5",,,"0.6","2"
"2025 / 04","Bronx","07","3805.4","289.1","428.3","32.0","41.2",,,,"2"
"2025 / 04","Bronx","08","2266.2","285.3","348.8","134.0",,,,,"2"
"2025 / 04","Bronx","09","3714.0","226.4","351.1","79.8",,,,,"2"
"2025 / 04","Bronx","10","2456.5","275.1","323.7","165.2","52.2",,,,"2"
"2025 / 04","Bronx","11","2987.0","265.9","310.9","141.0","73.9",,,,"2"
"2025 / 04","Bronx","12","3686.5","305.3","544.7","234.8",,,,,"2"
"2025 / 04","Brooklyn","01","6789.6","747.2","438.4","91.9","40.3",,,,"3"
"2025 / 04","Brooklyn","02","2752.1","525.3","389.6","144.8","42.1",,,,"3"
"2025 / 04","Brooklyn","03","4701.1","455.0","341.3","132.4","64.1",,,"16.8","3"
"2025 / 04","Brooklyn","04","4334.5","346.5","331.0","74.8","69.4",,,,"3"
"2025 / 04","Brooklyn","05","4679.9","253.5","447.4","111.8",,,,,"3"
"2025 / 04","Brooklyn","06","2098.5","480.8","354.7","161.1","73.8",,,,"3"
"2025 / 04","Brooklyn","07","3156.1","420.5","343.1","152.0","67.3",,,,"3"
"2025 / 04","Brooklyn","08","6029.5","311.7","281.1","89.3","46.4",,,"25.6","3"
"2025 / 04","Brooklyn","09","2901.6","249.0","246.5","61.3",,,,,"3"
"2025 / 04","Brooklyn","10","3423.6","416.3","425.5","203.3","138.3",,,,"3"
"2025 / 04","Brooklyn","11","7602.3","513.1","534.2","436.7",,,,,"3"
"2025 / 04","Brooklyn","12","8766.7","793.6","406.0","91.2",,,,,"3"
"2025 / 04","Brooklyn","13","2595.8","278.1","227.5","75.1","93.3",,,,"3"
"2025 / 04","Brooklyn","14","4950.1","463.7","431.4","99.5",,,,,"3"
"2025 / 04","Brooklyn","15","4543.0","521.8","529.3","208.5","134.6",,,,"3"
"2025 / 04","Brooklyn","16","2914.8","102.0","152.3","37.8",,,,,"3"
